"9:33","어 USA 그 하우스라고 있어요 무슨"
"9:39","어디 궁을 뭐 USA 하우스로 만들었는데 그 앞에 있는 식당가 가지고 좀"
"9:47","먹었습니다 지으라고 했나요 애초에 뭐 말할 수가 없어요 저가 여기 제"
"9:53","말씀드렸었어요 지금 여기에 원래 이렇게 배찌를"
"9:59","붙이고 다니거든요 이렇게 이게 붙이고 다녀요 그 말했어요"
"10:11","아까 찍고 다니는데 그 밥 먹으러 갈 때 거기에 있는 그 숙소에 있는 기도"
"10:19","한 분이 아 이거 뭐냐 이거 뭐냐 그러면서 막 나한테 막 자꾸 막"
"10:24","얘기를 막 해요 그래서 어 알았다 알았다 난 못 알았다니까 그냥 알았다 알았다 그서 갈라 오는데 자꾸 잡아"
"10:29","그랬더니 계속 같은 말을 계속 하는 거야 막 그 뭐야 바디랭 귀지도 똑같이 하고 그래서 자꾸 그래가지고"
"10:36","뭐야 이거 이거 이거 이거 이거 줘요 계속 내가 유원트 막 막 하니까"
"10:42","그분도 영어를 잘 모르는 거 같은데 대충이 뉘앙스가 어 내가 막 준다고 하는거 어어 막 막 이렇게 하세요"
"10:48","그래가지고 내가 뛰어서 드렸지 이게 원래 올림픽이 이제 무한인데"
"10:54","자기들끼리 배지 교환을 한데 막 그 축구 선수 유니폼 막 막 교환하듯이"
"11:00","막이 교환을 하는 거야 그래서 내 듣긴 들었어 그래서이 드렸지 그래서 기도 분 한 분 드렸어 그래서 기도가"
"11:06","딱 봤더니 아 오케이 오케이 이렇게 뭐 뭐 뭐 메르씨 메르씨 이렇게"
"11:11","하셔서 제가 아 달라 나도 달라 달라 달라 유해 어 I want"
"11:20","이렇게 하니까 그때부터 갑자기 프랑스마을 유창하게 하는 거예요 저 이거 이거 달라고 할 때는 저한테"
"11:26","맞춤형으로 막 이렇게 막 떠듬 막 떠듬떠듬 막 단어 단어 바디 랭기지"
"11:32","막 다 포함해 가지고 막 설명을 하다가 갑자기 내가 나도 줘 나도 주세요 이렇게 하니까 막 유창하게"
"11:39","프랑스 말을 막 하는 거야 못 알아듣잖아 오케이"
"11:45","오케이 오케이 오케이 그러고 갔어요 그래서 나 이제 원래 세 개 있었는데 두 개밖에"
"11:52","없어 그래서 요거 근데 제가 다 없다고 하니까 여기 에서 이만큼 또"
"12:00","챙겨줬어요 배지 그래서 배지 달라고 하는 사람 있으면은 이거"
"12:05","주라고 마치 그 학교에서 자꾸 뺏어가는 애들 있으면"
"12:11","이거 주라고 따로 챙겨주는 느낌으로 그래서 오늘 아침에 그런"
"12:17","에피소드가 있었고 점심에는 어 식당에 가가지고 야외"
"12:22","테이블에서 밥을 먹었거든요 근데 이제 또 메뉴를 또 여러 가지 시켰습니다 달팽이 하나"
"12:32","시키고음 햄버거도 있어 햄버거도 시키고 그리고"
"12:39","뭐 무슨 계란 같은 거에다가 막 뭐 생선 요리도"
"12:47","시키고 여러 가지 뭐 했거든요 근데 거기가 엄청 장사가"
"12:56","잘되는더라고 맛있게 먹었어요 맛있게 먹었는데 맛있게 딱 나왔어 거기 꽉 차"
"13:01","있었거든 바로 옆옆 가게를 봤는데 옆에 식당은 완전 통통 비어"
"13:08","있어 아 여기 에어컨 그 다른 이게"
"13:13","여기는 이제 아이비는 트는데 다른 데는 안거든요 안 틀어도 그렇게 덥지 않아요 창문만"
"13:21","열면은 바람이 잘 통해 가지고 그리고 여기 와가지고"
"13:26","납작복숭아 드셔보셨어요 난 여기 와서 처먹 고"
"13:32","봤거든요 아 벌레 들어오는 거 이제 밤에 밤에 불빛"
"13:38","보고 어거 미쳤더라 납작복숭아 그래서 내가 어 너무 맛있어 가지고 이거"
"13:45","한국에서도 파는 거냐니까"
"13:50","판대 안 시큼해요 엄청 달아요 그냥 근데 여기가 일조량이 엄청"
"13:57","세거든요 그니까 내가 봤을 때는 여기"
"14:03","있는 뭐 작물들 뭐 나무들"
"14:08","있죠 죽고 싶어도 못 죽어 내가 봤을 때는 그냥 비실비실한 여기다 그냥"
"14:15","심어 놔도 그냥 어쩔 수 없이 건강해져 일조량이 너무 세 그냥"
"14:24","따가워 그러니까 이게 일히 맛있을 수밖에 없고 이"
"14:29","포도로 유명할 수밖에 없겠다는 생각을하게 됐어요 오늘 좀 날씨 흐린"
"14:38","편인데도 달팽이는 뭔가 진해 그 올리브를 되게 그 이렇게 막 잔뜩"
"14:45","버무려서 그런지 그래서 그 달팽이 그 담겨져 있잖아요이 홈에 이렇게 이렇게 홈에 있으면 이게 한 하나씩 담겨져"
"14:52","있거든 그 폐하게 이렇게 가서 그래서 뽑아먹는 거야 뽑아먹고 거기 이제 고여 있잖아 달팽이 물이 고여 있잖아"
"14:59","그걸 이제 빵에다 찍어 먹어요 근데 정확하게는 달팽이 물은 아니고 올리브 오일인데 거기다 이제 빵을 찍어 먹는"
"15:05","거야 아 버터야 아 버터를 찍어 먹는 거야 아 빠비 님"
"15:11","들어가시네요 님 들어가셔 예 그래서 그거 먹었고 그리고"
"15:17","햄버거도 있었는데 어 햄버거가 사실 프랑스에서"
"15:23","햄버거 그거 연상이 돼요"
"15:30","어 근데 그 아빠비 님하고 많이 친해졌죠 이제 내일도 계속 같이 다닐"
"15:36","거예요 아 햄버거 맛있더라 아 버거집 많아요 그"
"15:42","음식점이 좀 약간 시푸드 레스토랑이었다 거 같은데 맛있었고 그리고 이제 제 가이드 님한테"
"15:48","물어봤어요 이게 아이 무슨 음식이 맛있냐"
"15:53","프랑스가 베트남 요리가 막 그 유명한 집이 많대요"
"15:59","베트난 음식이 맛있는 데가 많대 밑에 반바 집어 되네 이거 정식"
"16:06","정식 옷이에요 정식"
"16:14","옷이 어 옛날에 그 승민 지어 가지고 그"
"16:19","음식이 뭐 잘 이렇게 전달이 됐나 봐요 아 빤스 아니고요 코난 코난"
"16:27","보셨죠 그래서 그거 베트 베트남 음식 맛있다"
"16:32","그러고 그래서 한국보다 훨씬 맛있대 그래 시간 되면은 베트남 음식"
"16:40","한번 먹어보고 쌀국수 한번 먹어보고 여러분들한테 좀 말씀 좀 드리도록 하겠습니다 그고 제가 좀 궁금한게"
"16:48","여러분들한테 좀 물어보고 싶은게 있었는데 뭐였냐면 그 성황의 봉송"
"16:54","있잖아요 이따가 우리가 오"
"16:59","새벽 3시에 그 개막식 개회식을 볼 텐데 거기 이제 다 하고 일반적으로"
"17:06","이제 마지막에 이제 성화봉송 주자가 이제 들어와서 붙이고 렛스 파티타임"
"17:11","하면서 이제 되는 거잖아 그죠 그거 아직 그 아직 안"
"17:17","정해졌나요 성화봉송 주자 그래서 막 막 팡팡팡 터"
"17:22","터지면서 성화봉송 하는 건데 그거"
"17:29","이거를 전달받으면 그 그 그리스에서 그 불을 붙이고 올"
"17:36","거 아니에요 그래가지고 막이 이슈가 됐잖아 프랑스에서 막 영국 그 올림픽이 너무 잘돼"
"17:44","가지고 의식해서 라이벌 국가니까 아 우리도 좀 어 본격적으로 해야겠다 해가지고 지금 일을 갈고 이제 그 연"
"17:51","올림픽 아닙니까 그래서 막 아 우리는 다 달라 그래가지고 지금"
"17:57","완전 2024 파리 올림픽은 완전 무조건 색다르게 하려고"
"18:03","지금 작정을 했어요 100년 만에 이제 프랑스에서"
"18:09","이제 다시 하는 올림픽이 야외에서 하고 그니까 막"
"18:14","이런 거야 막 무슨 뭐 그랑빨레 막 여기서도"
"18:19","하고 막 곳곳에 파리 랜드마크에서 막 경기를 하는 거야"
"18:25","오픈형으로 뭐 생강을 막 어떻게 하고 막 있잖아 얘기 들었죠 그 야외에서 하는 거 참신하게 하고 픽토그램 그때"
"18:32","우리 봤었아요 픽토그램 인간을 안 넣어요 픽토그램에 막 무슨 뭐 뭐 가문 문장"
"18:40","같이 해놔 그리고 성화 방송도 어떻게해요 엄청 느려 터지게 하잖아요"
"18:47","막 배로가 가지고 막 여기저기 막 다 돌고 가잖아 그죠 그래서 이제 그렇게"
"18:53","가는데 내가 궁금한 거는 그리스에서 이제 불을 따 와요 때워요 불을 모든"
"19:01","그 올림픽은 그 성화를 이제 갖아이 그리스가 이제 올림픽에 이제 시초"
"19:06","이니까 그 떼와 불을 이제 때오면 그 떼오는 불은 24시간 투이"
"19:13","47 계속 불 켜져 있는"
"19:20","거야 시불 어 시불 그리스에 씨 불이 있잖아 불씨 씨 불이 아니고 불 씨지"
"19:26","불씨가 있잖아"
"19:32","근데 그러다가 뭐 가스 관리 뭐 못 하거나 뭐"
"19:38","비왔는데 뭐 그 천막 안 쳐 주거나 해가지고 꺼지면 어떡해 꺼진 적"
"19:50","있어 아 그럼 약간 군대 무사고 럼 살짝 꺼졌으면 아이 무사고를 안"
"19:57","쳐 약간 이렇게 해가지고 상화 불 며칠째 계속 이거 이어가는"
"20:02","거야 행진 무사고 럼 아 꺼지면 다시 얼른 담당자가"
"20:11","다시 붙이나 그 그리스의 그 성화가"
"20:17","24시간 동안 이게 뭔가 공개돼 있는 장소에"
"20:25","있나 4년에 한번하는 올림픽을 위 서 그 성화를 24시간 247 계속"
"20:32","유지를 해 아 난 그게 궁금해"
"20:40","가지고 이따가 사실 그 배성제 캐스터님이 성화봉송 주자로 활동을"
"20:46","하셨잖아요 저 한번 물어볼게요 그리고 나는 그것도 궁금해 성화봉송 하는데 다 받았어 불을 받았어 그럼 이제"
"20:52","다음 주한테 전달을 해주잖아 근데 그게 실시간으로 되는게 아니고 받아서"
"20:59","집에 갈 거 아니야 지금 퇴근을 해야 될 거 아니야 그 집에다가 그거를 보관을 해"
"21:05","놓는 건가 그 집에 보관하다가 불 꺼지면"
"21:12","어떡해 왜냐면 오늘 마지막 주자가 갖고와 가지고 성화 불 딱 키고"
"21:18","빠바방 하면서 2014 파리 올림픽 렛츠고"
"21:24","뭐 렛츠 파리타임 이렇게 할 텐데 그 주자는 오늘 갖고오기 위해서 그까"
"21:30","전달 받겠지 그 오늘 마지막 주자의 전 주자는 갖고 있었어야 될 거"
"21:35","아니야 그죠 계속 뛰고"
"21:43","있다고 지금도 뛰고"
"21:48","있어 그러 촬영 촬영을 하고 있을 거"
"21:54","아니야 그러면 카메라를 멈추면 안 돼요"
"22:05","그 계속 하는 가야롱"
"22:10","롱타임으로 이렇게 무섭습니다 올림픽이 그래서 어 이따가 개회식"
"22:17","하면은 마지막으로 그 주자가 누군지도 어 이제 공개가 될 거고 어떤 식으로"
"22:23","붙일지 기상천외하게 붙이겠습니다 그죠"
"22:30","영국이 그렇게 성대하게 올림픽을 성대하게 치렀는데 프랑스는 진짜 기생"
"22:37","기상 천하게 등장해서 기상 해하게 성화를 붙일 거예요"
"22:42","그죠 그래서 그거를 한번 이따가 개시 관전 포인트로 가지고 보시면 좋을 것"
"22:50","같고요 어 한번 요거를 좀 같이 볼까"
"22:55","싶어요 공식 홈페이지가 있거든요 보면서 어떤"
"23:22","느낌인지 자 이렇게 보겠습니다 자 지금 여기 보면은 어"
"23:29","여러분들도 이제 직접 들어가서 보실 수 있습니다 그 빠리 2024 올림픽 그 공식"
"23:37","홈페이지인데요 보면은 여기 어떤 종목을 어느 장소에"
"23:43","사는지 알 수 있거든요 그래서이 보면은 전에서도 해요 베르사 궁전 우리 들어"
"23:52","봤잖아요 그 루이 16세 막 뭐 살고 이랬던 세계적으로 인정받는 프랑스의"
"23:58","상징인 베르사유 궁전은 풍부한 역사를 지닌이 웅장한 환경 속에서 올림픽을"
"24:04:00","맞이할 것입니다 쭉쭉쭉 해 가지고 루이 14세가 거주했던 공간이었으며"
"24:09:00","프랑스 왕족의 중심지가 되었습니다 여기서이 앞마당이 하는 건가 임시"
"24:17:00","시설을 설치한 덕분에 파리 2024 일부 경기는 특별하고 역사적인 베르사유 공전해 개최된 영광을 얻게"
"24:25:00","될 것입니다 앞마당에서 올림픽 끝나면"
"24:30:00","임시로 지어진 시설은 철거되고 그럼이이 기간 동안은"
"24:37:00","베르사유궁전 관광을 못"
"24:42:00","하네 경기를 같이 볼 수도 있어요 근데 어떻게 할지 모르겠어요 이제 앞으로 그 오픈했을 때 아마"
"24:52:00","저는음 그 경기장 근처에서 어 생방송 켜 가지고 좀 같이 현장 분위기를 좀"
"25:00:00","보는 느낌으로 가지 않을까 싶은데 여기 또 와가지고 경기를 또 같이 볼"
"25:06:00","수도 있어요 어떻게 할지는 좀 보면서 정해서 알려 드리도록"
"25:12:00","하겠습니다 왜냐면 우리가 그 관중석 가가지고 우리"
"25:19:00","선수들 그 경기하는 거 응원도 하고 할거거든요 그거 하기 전에 그"
"25:27:00","경기장에 돌아다니는 거죠 촬영도 하고 경기 같이 보는 거는 하고"
"25:35:00","싶지만 못 해요 아 여기서 보는 거 여기서 보는 건 되는데 그 현장에서"
"25:41:00","같이 보는 건 안 돼요 그래서 촬영이 안 돼요 그 현장에서는 그 딱 정해진"
"25:47:00","카메라만 돼요 그러니까 막 제가 막 막 고프 막 꺼내면 안"
"25:55:00","돼 그래서 사실 현장에서 보면 좋은데 그게 막 생방송 송출되며 사실"
"26:02:00","중계권을 왜 따와 그죠 녹화는 돼요 녹화는 되는데"
"26:10:00","어 침착한 파리 지행에서 쓸 거예요 그거는 그래서 아무튼 이렇게 베르"
"26:17:00","사유 공전해 좀 할 수 있다는 거 그리고"
"26:23:00","내일 이제 그랭음 내일"
"26:29:00","수영하거나"
"26:38:00","수영"
"26:51:00","어딨어"
"26:56:00","위로 아 대기 콩나물 님 별풍선 100개"
"27:04:00","감사합니다 이번에 올림픽 팀 코리아 공식 응원가 부석순 이라는데 개방장"
"27:10:00","그 노래로 춤추면 응원함 아니요 저는 안 할 것"
"27:17:00","같습니다 소리 이거 어떻게 꺼야 될지 모르겠어요 지금 잠깐만요"
"27:34:00","저 어차피 소리가 안 들려요 새벽 3시"
"27:46:00","시작입니다 아 후원 소리 꺼 주신대요 수영장"
"27:53:00","수영수 라데팡스 아레나 파리 라데팡스 아레나"
"27:59:00","아 잠깐 거 꺼 주신다고"
"28:11:00","합니다 저는 내일 거자 거기 갈"
"28:24:00","거예요 예 배성제 캐스터 님은 두시 반에 오신다고"
"28:31:00","하고요 좀 막 어 막 공식 해설처럼"
"28:36:00","막 그 쫀쫀하게 하는 거 하지는 않고요 헐렁하게 할 거"
"28:47:00","같아요 런닝 오더를 혹시 드릴까요 런닝 오더 그면 성제 선배"
"28:53:00","있는데 아 그 세르모 이별 예 세부 내역이 적 아 그래 세련 모이야 아"
"29:00:00","있으면 근데 그거 60장 아니에요 아 그거 아니에요 일단 드려볼게요 한번"
"29:06:00","보세요 뭐 뭐 뭐"
"29:13:00","제요 자 후원은 어 소리 껐습니다 어 전기 구독 감사합니다"
"29:26:00","고맙습니다 아 여기 있네요 아 여기 내일 여기"
"29:34:00","가는구나 여기 현지 시각으로 7시에 한다고 제가 들렸거든요 그래서 그"
"29:40:00","전까지 시간이 제가 좀 있어요 그래서 내일 뭐 할까 지금 고민"
"29:47:00","중인데이 근처 현장에서 할 수도 있고 다른 거 할 수도"
"29:57:00","있고 그 여기서 이제 그 전날 응원하면서 이제 찍었던 영상은"
"30:03:00","그다음날 어 스브스 스포츠에 한 클립으로 잠깐 나올 수도"
"30:16:00","있어요 야 파트너서 봐로 예 지금 여기 어 어떤"
"30:22:00","느낌이냐면 여기서 찍어 가지고 바로 편집해서 바로 스브스 스포츠 유튜브 채널에 올려요"
"30:34:00","그리고 막 엄청 그거 있었는데 스타드 스타드 드 프랑스 저 이거 지나가면서"
"30:40:00","봤거든요 엄청 그거 같아 상암 경기장"
"30:53:00","같아 생드니 있잖아요 맞아요 그 저 있는 그 미디어빌리지 가는 길에"
"31:01:00","있거든요 근데 막 엄청 멋있진 않아이"
"31:12:00","경기장이 포켓몬 배틀 할 것 같습니다 때 어 약간 정석 정석"
"31:19:00","스타일 그리고 요거요"
"31:25:00","로고요 로고 뭔지 알아요요 로고가이 그 하계 올림픽이 로고랑"
"31:34:00","패럴림픽 로고랑 이제 같대요 이번에 최초로 원래 이제 다르게 이제 마크"
"31:40:00","하는데 여자 얼굴 간 그러니까 이제 그이 성화랑이 여자 얼굴이랑"
"31:48:00","어 그 고기에 따라서 다른 건데 이게 그 자유의 여신"
"31:58:00","이소라 씨는 아니고요 자유의 여심 그 상징하는 마리안 마리안이라는 저 지금"
"32:05:00","또 이제 현장에서 또 이제 뽑아 주신 거 지금 보고 있는데요"
"32:11:00","어 봐도"
"32:17:00","모르겠어요 이게 뭐지 바도 모르겠습니다 아 이소라가 아니고 자유"
"32:25:00","신이에요 이소라씨가 아니고 여러분들한테 보여 드릴 수 없어요 극비라서"
"32:33:00","뭐 이따가 예 이단 개회식때 깜짝"
"32:40:00","게스트분들이 또 오실 예정입니다 그러니까 깜짝 게스트 분들 어 기대해"
"32:51:00","주시고요 깜짝 게스트 자 이런 식으로"
"33:04:00","그거 여기 그랑빨레 여기서 이제"
"33:13:00","태권도 그니까 여기 그리고 내가 거기도 봤거든요 그 막 군사 학교도 있고 막"
"33:19:00","어디 학교도 있고 막 있어 막 건물들이 진짜"
"33:24:00","멋있어요 여기는 그냥 건 들 다"
"33:33:00","멋있어 그리고 뭐를 그냥 건물 건물을 다 그냥 후배 파"
"33:40:00","놨어 그냥 적당히 파면 되는데 계속 파 뭔 말이야 그게 아니 그니까 그"
"33:47:00","있잖아요 그 예를 들면 뭐 건물에 그냥 건물만 딱 지었으면 끝인데 그걸 꼭 장식"
"33:55:00","요소로 뭐 매두사 대가리를 넣는다든가 뭐 뭔가 넣어 자꾸 뭘 자꾸 파"
"34:02:00","묘사를 해 계속 끝나지 않아 그냥 뭘 자꾸 막 해 막 사람도"
"34:08:00","막 계속 다 박아놓고 막 전신상을 다 박아 놔 막 다 막 박혀 있어"
"34:17:00","막 그니까 건물 하나에 막 심지어 막 사람 막 30명이 있는 경우도 있어요"
"34:23:00","그리고 막 위에 그 막 그 뭐 테라스 발코니 그 부분이 막 이렇게 이렇게"
"34:31:00","이렇게 막 조각이 돼 가지고 막 튀어나 있어 그니까 이제 좀 큰큰 건물이나"
"34:37:00","이런 것들 근데 그것도 어 건물 받다 조금 어 차이가 있긴"
"34:44:00","하다 좀 약간 심플하게 짓는 건물 있고 조금이 막 한도끝도 없이 그"
"34:51:00","파는 건물 있고 그래서 여기서 프 건물 계속"
"34:58:00","익숙하게 보고 있 지내다가 한국 가면은 되게 그 생소하다는 분들이"
"35:05:00","많아요 한국 건물은 장식 요소가 별로"
"35:16:00","없잖아 근데 진짜 이거는 아무리 막 뭐 뭐 막 뭐 세계 세계 가는"
"35:24:00","다큐멘터리 이런 거 봐서 영상으로 봐 봤지만 직접 보는 거랑 좀"
"35:30:00","달라 사람들이 계속 직접 보는 건 다르다고 하는데 진짜 직접 보는 건"
"35:40:00","달라 그리고 그 여기 파리 시민들이 다 바캉스 가서"
"35:45:00","그런지 한적해 지금 막 올림픽 때문에 좀 통제하고 그래"
"35:51:00","가지고 거의 제가 봤을 때는 군인 25% 경찰"
"35:58:00","25% 관광계 50% 이렇게 구성돼 있어 지금"
"36:06:00","파리는 군인들이 막 총들고 다녀요 철도 방화 있다고요 뉴스에"
"36:14:00","나왔어 나 그거 못"
"36:21:00","들어봤는데 평소에도 군인이 많겠네 그래서 뭐"
"36:29:00","못 가는 곳이 좀 많고 어 올림픽 그 전용 도로를 따로 이렇게"
"36:36:00","그 만들어 놔 가지고 길이 조금 막힙니다 이동하기가 쉽지"
"36:41:00","않아요 그래서 현지 사람들은 좀 불편할"
"36:48:00","거야 오늘 막 길 갔는데 막 막 사이 눌리면서 막 차들 막 가고 막"
"36:55:00","무슨 뭐야 근데 차 막 이동하던 그 방화 때문에 간"
"37:05:00","건가 시차적응은 저 그냥 오자마자 바로"
"37:11:00","했어요 피곤해서 그냥 바로 자어 그까 바로 시차적"
"37:25:00","바로 그리고음 뭐 이런 거 있나요 우리가 또 이제 이따가 개회식 볼 거"
"37:31:00","아닙니까 파리 2024 개회식 올림픽 개회식에 관해 알아야 할 모든"
